sentence,sentiment,predicted_sentiment
NEW YORK 1996-12-06,neutral,0
Standings of National Hockey,neutral,1
League teams after games played on Thursday ( tabulate under,neutral,1
"won , lost , tied , goals for , goals against , points ) :",neutral,1
EASTERN CONFERENCE,neutral,2
NORTHEAST DIVISION,neutral,1
W L T GF GA PTS,negative,0
HARTFORD 12 7 6 77 76 30,neutral,0
BUFFALO 13 12 1 77 76 27,neutral,1
BOSTON 10 11 4 74 84 24,neutral,1
MONTREAL 10 14 4 96 103 24,neutral,1
PITTSBURGH 9 13 3 81 91 21,neutral,1
OTTAWA 7 11 6 62 72 20,neutral,2
ATLANTIC DIVISION,neutral,2
W L T GF GA PTS,negative,0
FLORIDA 17 4 6 83 53 40,neutral,0
PHILADELPHIA 14 12 2 75 75 30,neutral,1
NEW JERSEY 14 10 1 61 61 29,neutral,1
WASHINGTON 13 12 1 69 66 27,neutral,1
NY RANGERS 10 13 5 91 81 25,neutral,1
NY ISLANDERS 7 11 8 65 72 22,neutral,1
TAMPA BAY 8 15 2 69 81 18,neutral,0
WESTERN CONFERENCE,neutral,1
CENTRAL DIVISION,neutral,1
W L T GF GA PTS,negative,1
DETROIT 15 9 4 81 53 34,neutral,1
DALLAS 16 9 1 74 60 33,neutral,1
CHICAGO 12 12 3 71 67 27,neutral,1
ST LOUIS 13 14 0 78 81 26,neutral,1
TORONTO 11 15 0 76 89 22,neutral,1
PHOENIX 9 13 4 61 74 22,neutral,2
PACIFIC DIVISION,neutral,0
W L T GF GA PTS,negative,0
COLORADO 17 6 4 97 56 38,neutral,0
VANCOUVER 14 11 1 84 83 29,neutral,1
EDMONTON 13 14 1 94 88 27,neutral,0
LOS ANGELES 11 13 3 72 83 25,neutral,1
SAN JOSE 10 13 4 69 87 24,neutral,2
CALGARY 10 16 2 65 77 22,neutral,1
ANAHEIM 9 14 4 73 86 22,neutral,0
"FRIDAY , DECEMBER 6",neutral,2
ANAHEIM AT BUFFALO,neutral,0
TORONTO AT NY RANGERS,neutral,1
PITTSBURGH AT WASHINGTON,neutral,0
MONTREAL AT CHICAGO,neutral,1
PHILADELPHIA AT DALLAS,neutral,2
ST LOUIS AT COLORADO,neutral,0
OTTAWA AT EDMONTON,neutral,1
"NHL ICE HOCKEY - THURSDAY S""   ",neutral,2
[ CORRECTED 08:40 GMT ],neutral,2
NEW YORK 1996-12-06,neutral,2
( Corrects headline from NBA to NHL and corrects team name in second result from La Clippers to Ny Islanders .,neutral,1
),neutral,0
Results of National Hockey,neutral,1
League games on Thursday ( home team in CAPS ) :,neutral,2
Hartford 4 BOSTON 2,neutral,2
FLORIDA 4 Ny Islanders 2,neutral,0
NEW JERSEY 2 Calgary 1,neutral,0
Phoenix 3 ST LOUIS 0,neutral,1
Tampa Bay 2 LOS ANGELES 1,neutral,0
NFL AMERICAN FOOTBALL-COLTS CLOBBER EAGLES TO STAY IN PLAYOFF HUNT .,neutral,1
INDIANAPOLIS 1996-12-06,neutral,1
"The injury-plagued Indianapolis Colts lost another quarterback on Thursday but last year s""    rallied together to shoot down the Philadelphia Eagles 37-10 in a showdown of playoff contenders .",neutral,1
"Marshall Faulk rushed for 101 yards and two touchdowns and Jason Belser returned an interception 44 yards for a score as the Colts improved to 8-6 , the same mark as the Eagles , who lost for the fourth time in five games .",neutral,0
"Paul Justin , starting for the sidelined Jim Harbaugh , was 14-of-23 for 144 yards and a touchdown for the the Colts , who played their last home game of the season .",neutral,1
Indianapolis closes with games at Kansas City and Cincinnati .,neutral,1
The Eagles were held without a touchdown until the final five seconds .,neutral,1
"Philadelphia , which fell from an NFC East tie with the Dallas Cowboys and Washington Redskins , go on the road against the New York Jets and then entertain Arizona .",neutral,1
The loss by Philadelphia allowed the idle Green Bay Packers ( 10-3 ) to clinch the first NFC playoff berth .,neutral,1
"The Colts won despite the absence of injured starting defensive tackle Tony Siragusa , cornerback Ray Buchanan and linebacker Quentin Coryatt .",neutral,1
"Faulk carried 16 times , including a 13-yard TD run in the first quarter and a seven-yard score early in the final period .",neutral,0
"Justin made his second straight start for Harbaugh , who has a knee injury .",neutral,0
Justin suffered a sprained right shoulder in the third quarter and did not return .,neutral,1
"Third-stringer Kerwin Bell , a 1988 draft choice of the Miami Dolphins , made his NFL debut and was 5-of-5 for 75 yards , including a 20-yard scoring strike to Marvin Harrison in the third period .",neutral,0
"A 39-yard interference penalty against Philadelphia Troy Vincent set up Faulk s""        end that capped an 80-yard march 5:17 into the game and the rout was on .",neutral,0
Eagles quarterback Ty Detmer was 17-of-34 for 182 yards before he was benched .,neutral,0
"Ricky Watters , who leads the NFC in rushing , left the game after getting kneed to the helmet after gaining 33 yards on seven carries .",neutral,1
"NBA BASKETBALL - STANDINGS AFTER THURSDAY S""   ",neutral,1
NEW YORK 1996-12-06,neutral,1
Standings of National,neutral,1
Basketball Association teams after games played on Thursday,neutral,1
"( tabulate under won , lost , percentage , games behind ) :",neutral,0
EASTERN CONFERENCE,neutral,0
ATLANTIC DIVISION,neutral,1
W L PCT GB,neutral,1
MIAMI 14 4 .778 -,neutral,1
NEW YORK 10 6 .625 3,neutral,1
ORLANDO 8 6 .571 4,neutral,0
WASHINGTON 7 9 .438 6,neutral,1
PHILADELPHIA 7 10 .412 6 1/2,neutral,1
BOSTON 4 12 .250 9,neutral,1
NEW JERSEY 3 10 .231 8 1/2,neutral,1
CENTRAL DIVISION,neutral,0
W L PCT GB,neutral,1
CHICAGO 17 1 .944 -,neutral,2
DETROIT 13 3 .813 3,neutral,1
CLEVELAND 11 5 .688 5,neutral,1
ATLANTA 10 8 .556 7,neutral,1
CHARLOTTE 8 8 .500 8,neutral,0
MILWAUKEE 8 8 .500 8,neutral,1
INDIANA 7 8 .467 8 1/2,neutral,0
TORONTO 6 11 .353 10 1/2,neutral,1
WESTERN CONFERENCE,neutral,2
MIDWEST DIVISION,neutral,1
W L PCT GB,neutral,0
HOUSTON 16 2 .889 -,neutral,0
UTAH 14 2 .875 1,neutral,0
MINNESOTA 7 10 .412 8 1/2,neutral,0
DALLAS 6 11 .353 9 1/2,neutral,2
DENVER 5 14 .263 11 1/2,neutral,2
SAN ANTONIO 3 13 .188 12,neutral,1
VANCOUVER 2 16 .111 14,neutral,2
PACIFIC DIVISION,neutral,0
W L PCT GB,neutral,0
SEATTLE 15 5 .750 -,neutral,0
LA LAKERS 13 7 .650 2,neutral,1
PORTLAND 11 8 .579 3 1/2,neutral,0
LA CLIPPERS 7 11 .389 7,neutral,2
GOLDEN STATE 6 12 .333 8,neutral,1
SACRAMENTO 6 12 .333 8,neutral,2
PHOENIX 2 14 .125 11,neutral,0
"FRIDAY , DECEMBER 6",neutral,2
NEW JERSEY AT BOSTON,neutral,1
CLEVELAND AT DETROIT,neutral,1
NEW YORK AT MIAMI,neutral,1
PHOENIX AT SACRAMENTO,neutral,1
VANCOUVER AT SAN ANTONIO,neutral,2
MINNESOTA AT UTAH,neutral,1
CHARLOTTE AT PORTLAND,neutral,2
INDIANA AT GOLDEN STATE,neutral,1
ORLANDO AT LA LAKERS,neutral,0
"NFL AMERICAN FOOTBALL-STANDINGS AFTER THURSDAY S""   ",neutral,2
NEW YORK 1996-12-05,neutral,1
National Football League,neutral,1
"standings after Thursday s""          , lost ,",neutral,2
"tied , points for and points against ) :",neutral,1
AMERICAN FOOTBALL CONFERENCE,neutral,1
EASTERN DIVISION,neutral,2
W L T PF PA,negative,1
NEW ENGLAND 9 4 0 355 269,neutral,2
BUFFALO 9 4 0 267 215,neutral,0
INDIANAPOLIS 8 6 0 269 284,neutral,1
MIAMI 6 7 0 285 266,neutral,0
NY JETS 1 12 0 221 368,neutral,2
CENTRAL DIVISION,neutral,0
W L T PF PA,negative,0
PITTSBURGH 9 4 0 299 211,neutral,2
HOUSTON 7 6 0 291 254,neutral,1
JACKSONVILLE 6 7 0 263 288,neutral,0
CINCINNATI 5 8 0 299 318,neutral,1
BALTIMORE 4 9 0 320 369,neutral,1
WESTERN DIVISION,neutral,1
W L T PF PA,negative,0
X-DENVER 12 1 0 351 199,neutral,1
KANSAS CITY 9 4 0 262 230,neutral,0
SAN DIEGO 7 6 0 277 323,neutral,1
OAKLAND 6 7 0 274 234,neutral,0
SEATTLE 5 8 0 250 317,neutral,1
NATIONAL FOOTBALL CONFERENCE,neutral,2
EASTERN DIVISION,neutral,2
W L T PF PA,negative,2
DALLAS 8 5 0 254 201,neutral,2
WASHINGTON 8 5 0 291 251,neutral,0
PHILADELPHIA 8 6 0 313 302,neutral,0
ARIZONA 6 7 0 248 332,neutral,2
NY GIANTS 5 8 0 200 250,neutral,1
CENTRAL DIVISION,neutral,1
W L T PF PA,negative,2
Y-GREEN BAY 10 3 0 346 191,neutral,2
MINNESOTA 7 6 0 243 245,neutral,1
CHICAGO 5 8 0 202 248,neutral,0
DETROIT 5 8 0 263 289,neutral,1
TAMPA BAY 4 9 0 153 243,neutral,2
WESTERN DIVISION,neutral,1
W L T PF PA,negative,1
SAN FRANCISCO 10 3 0 325 198,neutral,2
CAROLINA 9 4 0 292 164,neutral,0
ST LOUIS 4 9 0 246 334,neutral,1
ATLANTA 2 11 0 234 393,neutral,0
NEW ORLEANS 2 11 0 184 291,neutral,2
X -- CLINCHED DIVISION TITLE,neutral,2
Y -- CLINCHED PLAYOFF BERTH,neutral,2
"SUNDAY , DECEMBER 8",neutral,2
ST LOUIS AT CHICAGO,neutral,2
BALTIMORE AT CINCINNATI,neutral,1
DENVER AT GREEN BAY,neutral,1
JACKSONVILLE AT HOUSTON,neutral,0
NY GIANTS AT MIAMI,neutral,2
ATLANTA AT NEW ORLEANS,neutral,0
SAN DIEGO AT PITTSBURGH,neutral,1
WASHINGTON AT TAMPA BAY,neutral,2
DALLAS AT ARIZONA,neutral,1
NY JETS AT NEW ENGLAND,neutral,0
BUFFALO AT SEATTLE,neutral,0
CAROLINA AT SAN FRANCISCO,neutral,1
MINNESOTA AT DETROIT,neutral,1
"MONDAY , DECEMBER 9",neutral,2
KANSAS CITY AT OAKLAND,neutral,0
"NFL AMERICAN FOOTBALL-THURSDAY S""   ",neutral,1
NEW YORK 1996-12-05,neutral,1
Result of National Football,neutral,1
League game on Thursday ( home team in CAPS ) :,neutral,0
INDIANAPOLIS 37 Philadelphia 10,neutral,2
"NCAA AMERICAN FOOTBALL-OHIO STATE S""      LOMBARDI AWARD WINNER .",neutral,1
HOUSTON 1996-12-05,neutral,1
"Ohio State left tackle Orlando Pace became the first repeat winner of the Lombardi Award Thursday night when the Rotary Club of Houston again honoured him as college football s""         ",neutral,0
"Pace , a junior , helped Ohio State to a 10-1 record and a berth in the Rose Bowl against Arizona State .",neutral,2
He was the most dominant offensive lineman in the country and also played defensive line in goal-line situations .,neutral,0
"Last year , Pace became the first sophomore to win the award since its inception in 1970 .",neutral,1
"Pace outdistanced three senior finalists -- Virginia Tech defensive end Cornell Brown , Arizona State offensive tackle Juan Roque and defensive end Jared Tomich of Nebraska .",neutral,1
"The Lombardi Award is presented to the college lineman who , in addition to outstanding effort on the field , best exemplifies the characteristics and discipline of Vince Lombardi , legendary coach of the Green Bay Packers .",neutral,0
SOCCER - DUTCH FIRST DIVISION RESULTS / STANDINGS .,neutral,1
AMSTERDAM 1996-12-06,neutral,1
Result of Dutch first division,neutral,1
soccer match played on Friday :,neutral,1
RKC Waalwijk 1 Willem II Tilburg 2,neutral,1
"Standings ( tabulate under played , won , drawn , lost , goals",neutral,1
"for , goals against , points ) :",neutral,1
PSV Eindhoven 18 13 3 2 52 14 42,neutral,2
Feyenoord 17 11 3 3 29 20 36,neutral,1
Twente Enschede 18 10 4 4 28 15 34,neutral,1
Graafschap Doetinchem 18 9 3 6 29 22 30,neutral,1
Vitesse Arnhem 18 8 5 5 29 21 29,neutral,1
Ajax Amsterdam 18 7 8 3 23 16 29,neutral,0
Heerenveen 18 7 7 4 30 20 28,neutral,1
Roda JC Kerkrade 17 7 6 4 19 21 27,neutral,2
Utrecht 18 4 10 4 26 24 22,neutral,0
Volendam 18 5 6 7 20 23 21,neutral,0
Sparta Rotterdam 19 6 3 10 21 25 21,neutral,1
NAC Breda 18 6 3 9 17 29 21,neutral,1
Willem II Tilburg 18 5 4 9 19 31 19,neutral,2
Groningen 18 4 6 8 20 31 18,neutral,2
AZ Alkmaar 18 5 2 11 16 23 17,neutral,1
Fortuna Sittard 17 3 7 7 14 28 16,neutral,0
NEC Nijmegen 18 3 7 8 19 32 16,neutral,2
RKC Waalwijk 19 3 5 11 18 33 14,neutral,1
SOCCER - GERMAN FIRST DIVISION RESULTS / STANDINGS .,neutral,1
BONN 1996-12-06,neutral,0
Results of German first division,neutral,1
soccer matches played on Friday :,neutral,1
Bochum 2 Bayer Leverkusen 2,neutral,1
Werder Bremen 1 1860 Munich 1,neutral,1
Karlsruhe 3 Freiburg 0,neutral,0
Schalke 2 Hansa Rostock 0,neutral,1
"Standings ( tabulated under played , won , drawn , lost , goals",neutral,0
for goals against points ) :,neutral,1
Bayer Leverkusen 17 10 4 3 38 22 34,neutral,2
Bayern Munich 16 9 6 1 26 14 33,neutral,2
VfB Stuttgart 16 9 4 3 39 17 31,neutral,0
Borussia Dortmund 16 9 4 3 33 17 31,neutral,1
Karlsruhe 17 8 4 5 30 20 28,neutral,1
VfL Bochum 16 7 6 3 23 21 27,neutral,1
1. FC Cologne 16 8 2 6 31 27 26,neutral,2
Schalke 04 17 7 4 6 25 26 25,neutral,1
Werder Bremen 17 6 4 7 29 28 22,neutral,1
MSV Duisburg 16 5 4 7 16 22 19,neutral,1
SV 1860 Munich 17 4 6 7 25 31 18,neutral,1
FC St. Pauli 15 5 3 7 21 28 18,neutral,1
Fortuna Dusseldorf 16 5 3 8 13 24 18,neutral,2
Hamburger SV 16 4 5 7 20 25 17,neutral,1
Arminia Bielefeld 16 4 4 8 18 28 16,neutral,1
FC Hansa Rostock 17 4 3 10 19 26 15,neutral,1
Borussia Monchengladbach 16 4 3 9 12 22 15,neutral,1
SC Freiburg 17 4 1 12 20 40 13,neutral,1
SOCCER - FRENCH LEAGUE SUMMARIES .,neutral,0
PARIS 1996-12-06,neutral,0
Summaries of French first division,neutral,0
matches on Friday :,neutral,2
"Lens 0 Nantes 4 ( Japhet Doram""      Makelele 42 , Jocelyn",neutral,1
"Gourvennec 67 , Christophe Pignol 72 ) .",neutral,1
Halftime 0-2 .,neutral,0
Attendance :,neutral,0
"15,000 .",neutral,1
"Paris St Germain 1 ( Bruno Gotty""          Paul Fischer",neutral,1
"70 , Phil Gray 89 ) .",neutral,1
1-0 .,neutral,1
"30,000 .",neutral,0
SOCCER - DUTCH FIRST DIVISION SUMMARIES .,neutral,0
AMSTERDAM 1996-12-06,neutral,1
Summary of Dutch first division,neutral,0
soccer match played on Friday :,neutral,1
"RKC Waalwijk 1 ( Starbuck 76 ) Willem II Tilburg 2 ( Konterman 45 ,",neutral,1
Van der Vegt 77 ) .,neutral,1
Halftime 0-1 .,neutral,1
"Attendance 5,300 .",neutral,1
SOCCER - FRENCH LEAGUE STANDINGS .,neutral,1
PARIS 1996-12-06,neutral,1
Standings in the French first,neutral,0
"division after Friday s""        played , won ,",neutral,0
"drawn , lost , goals for , against , points ) :",neutral,2
Paris Saint-Germain 21 12 6 3 34 15 42,neutral,2
Monaco 20 12 5 3 36 16 41,neutral,0
Bordeaux 20 9 7 4 29 21 34,neutral,2
Strasbourg 20 11 1 8 27 27 34,neutral,1
Bastia 20 9 6 5 27 22 33,neutral,1
Auxerre 20 8 8 4 26 12 32,neutral,1
Metz 20 8 7 5 21 16 31,neutral,0
Nantes 21 7 9 5 41 25 30,neutral,0
Guingamp 20 7 7 6 18 18 28,neutral,2
Lille 20 7 7 6 22 28 28,neutral,0
Marseille 20 6 8 6 18 17 26,neutral,0
Lyon 20 6 8 6 24 31 26,neutral,0
Rennes 20 7 4 9 23 28 25,neutral,0
Lens 21 7 4 10 25 34 25,neutral,1
Le Havre 20 5 7 8 20 21 22,neutral,0
Cannes 20 5 7 8 13 22 22,neutral,0
Montpellier 20 3 9 8 17 24 18,neutral,2
Caen 20 3 7 10 12 23 16,neutral,2
Nancy 21 3 7 11 14 26 16,neutral,1
Nice 20 3 4 13 17 38 13,positive,1
SOCCER - FRENCH LEAGUE RESULTS .,neutral,0
PARIS 1996-12-06,neutral,0
Results of French first division,neutral,1
matches on Friday :,neutral,2
Lens 0 Nantes 4,neutral,1
Paris St Germain 1 Nancy 2,neutral,1
SOCCER - GERMAN FIRST DIVISION SUMMARIES .,neutral,1
BONN 1996-12-06,neutral,0
Summaries of matches played in the German first division on Friday :,neutral,1
"Bochum 2 ( Stickroth 30th pen , Wosz 89th ) Bayer Leverkusen 2 ( Kirsten 18th , Ramelow 56th ) .",neutral,0
Halftime 1-1 .,neutral,2
"Attendance : 24,602",neutral,2
Werder Bremen 1 ( Bode 85th ) 1860 Munich 1 ( Bormirow 8th ) .,neutral,0
Halftime 0-1 .,neutral,1
"Attendance 33,000",neutral,1
"Karlsruhe 3 ( Reich 29th , Carl 44th , Dundee 69th ) Freiburg 0 .",neutral,1
Halftime 2-0 .,neutral,1
"Attendance 33,000",neutral,1
Schalke 2 ( Mulder 2nd and 27th ) Hansa Rostock 0 .,neutral,0
Halftime 2-0 .,neutral,0
"Attendance 29,300",neutral,2
TENNIS - GRAND SLAM CUP QUARTER-FINAL RESULTS .,neutral,1
"MUNICH , Germany 1996-12-06",neutral,0
Quarter-final results at the $ 6 million Grand Slam Cup tennis tournament on Friday : Goran Ivanisevic ( Croatia ) beat Mark Woodforde ( Australia ) 6-4 6-4,neutral,1
Yevgeny Kafelnikov ( Russia ) beat Jim Courier ( U.S. ) 2-6 6-4 8-6,neutral,0
SOCCER - WEAH HEAD-BUTT DEPRIVES PORTUGAL OF COSTA .,neutral,1
LISBON 1996-12-06,neutral,1
"Portugal called up Porto central defender Joao Manuel Pinto on Friday to face Germany in a World Cup qualifier in place of injured club colleague Jorge Costa , who is still nursing a broken nose after being head-butted by Liberian striker Georg Weah .",neutral,1
Costa has not played since being struck by the AC Milan forward after a bad-tempered European Champions League game on November 27 .,negative,1
"Portugal lead European qualifying group nine with seven points from four games , one more than Ukraine and three more than Germany , who have only played twice .",neutral,1
The Portuguese host Germany on December 14 .,neutral,1
Squad :,neutral,1
"Goalkeepers - Vitor Baia ( Barcelona , Spain ) , Rui Correia ( Braga ) :",neutral,1
"Defenders - Paulinho Santos ( Porto ) , Sergio Conceicao ( Porto ) , Joao Manuel Pinto ( Porto ) , Oceano Cruz ( Sporting ) , Fernando Couto ( Barcelona ) , Helder Cristovao ( Deportivo Coruna , Spain ) , Dimas Teixeira ( Juventus , Italy ) , Carlos Secretario ( Real Madrid , Spain ) :",neutral,1
